Title,Subtitle,Author,Publisher,Publishing Date,Price,Rating,Review Count,Sales Index,Link
처음 만나는 드론 인문학,미래를 여는 꿈·과학·예술의 비행체,조장현/노상재 그림,초봄책방,2025년 11월,"15,750",10.0,10,1455,https://www.yes24.com/product/goods/166370769
클린 아키텍처,소프트웨어 구조와 설계의 원칙,로버트 C. 마틴/송준이 역,인사이트(insight),2019년 08월,"26,100",9.7,43,5304,https://www.yes24.com/product/goods/77283734
수학자와 함께하는 인공지능 수학 with 파이썬,,"김종락, 원병선",한빛아카데미,2024년 01월,"32,000",10.0,4,3987,https://www.yes24.com/product/goods/124832401
Do it! 자료구조와 함께 배우는 알고리즘 입문 : 파이썬 편,,시바타 보요/강민 역,이지스퍼블리싱,2020년 07월,"19,800",9.2,36,3426,https://www.yes24.com/product/goods/91219874
Do it! 자바 프로그래밍 입문,,박은종,이지스퍼블리싱,2025년 01월,"26,100",10.0,20,3150,https://www.yes24.com/product/goods/140396422
혁펜하임의 Easy! 딥러닝,,혁펜하임,북엔드,2024년 11월,"31,500",9.9,31,6270,https://www.yes24.com/product/goods/139734696
"돈 되는 AI, 어디서부터 무엇을 어떻게 해야 할까","오라클, 딜로이트, 언스트앤영 출신의 빅데이터·AI 전문가가 알려 주는 AI AGENT 시대 기업이 살아남는 법",장동인,리코멘드,2025년 09월,"22,500",10.0,6,4242,https://www.yes24.com/product/goods/154254878
데이터 삽질 끝에 UX가 보였다,스타트업 전문 프로덕트 디자이너가 들려주는 현실 데이터 드리븐,이미진,한빛미디어,2025년 07월,"23,400",9.8,24,3318,https://www.yes24.com/product/goods/150011529
“좋아 보여”,LGTM을 넘어 건설적인 코드 리뷰로,에이드리엔 브라간자/이춘혁 역,제이펍,2025년 12월,"27,000",0.0,0,858,https://www.yes24.com/product/goods/167744277
규칙으로 배우는 임베디드 시스템: 회로 설계 및 PCB 설계 규칙,,장선웅,북랩,2024년 10월,"27,000",0.0,0,2046,https://www.yes24.com/product/goods/135733019
"챗GPT, 저는 이렇게 쓰고 있어요",일상부터 업무까지! 나의 고민을 해결해 주는 챗GPT 활용 팁북,최소영,길벗,2025년 11월,"16,920",9.9,39,4878,https://www.yes24.com/product/goods/160131631
규칙으로 배우는 임베디드 시스템: 기초 DSP와 제어 시스템,,장선웅,북랩,2024년 10월,"25,200",0.0,0,1080,https://www.yes24.com/product/goods/135441079
기업과 고객을 파괴하는 해킹과 사이버 보안의 모든 것,"취약점, 랜섬웨어, 악성코드 위협부터 디지털 포렌식, AI보안까지 안전한 사이버 공간을 위한 올바른 보안 지식","유진 스파포드, 리 메트칼프, 조사이어 다이크스트라/김경곤, 장은경 역 외 1명
                                        
정보 더 보기/감추기



유진 스파포드
리 메트칼프
조사이어 다이크스트라
김경곤
장은경
박기성",책만,2025년 08월,"29,700",10.0,4,2238,https://www.yes24.com/product/goods/150027797
